<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.05.18	1.28364	1.29102	1.27904	1.28848	70608	0	0
2018.05.20	1.28724	1.28825	1.28721	1.28766	3174	0	0
2018.05.21	1.28775	1.28898	1.27749	1.27757	65627	0	0
2018.05.22	1.27763	1.28250	1.27419	1.28160	73991	0	0
2018.05.23	1.28158	1.29146	1.28116	1.28359	92536	0	0
2018.05.24	1.28376	1.29196	1.28357	1.28856	83433	0	0
2018.05.25	1.28873	1.29876	1.28811	1.29802	75184	0	0
2018.05.27	1.29616	1.29783	1.29586	1.29762	2830	0	0
2018.05.28	1.29759	1.30210	1.29719	1.29916	61789	0	0
2018.05.29	1.29907	1.30460	1.29680	1.30284	94643	0	0
2018.05.30	1.30275	1.30394	1.28353	1.28932	94730	0	0
2018.05.31	1.28930	1.29898	1.28177	1.29436	98723	0	0
2018.06.01	1.29433	1.30070	1.29305	1.29621	88446	0	0
2018.06.03	1.29521	1.29639	1.29516	1.29560	1925	0	0
2018.06.04	1.29563	1.29594	1.28992	1.29227	79233	0	0
2018.06.05	1.29219	1.30661	1.29136	1.29408	82677	0	0
2018.06.06	1.29359	1.29620	1.28563	1.29460	83944	0	0
2018.06.07	1.29468	1.30006	1.29347	1.29818	80063	0	0
2018.06.08	1.29828	1.30381	1.29223	1.29232	77268	0	0
2018.06.10	1.29950	1.29950	1.29650	1.29677	2563	0	0
2018.06.11	1.29681	1.30268	1.29546	1.29864	61359	0	0
2018.06.12	1.29863	1.30290	1.29786	1.30143	85402	0	0
2018.06.13	1.29783	1.29793	1.29699	1.29748	2736	0	0
2018.06.14	1.29760	1.29920	1.29687	1.29712	30248	0	0
2018.06.15	1.31165	1.32023	1.31140	1.32017	95171	0	0
2018.06.17	1.31805	1.32022	1.31783	1.31973	2209	0	0
2018.06.18	1.31980	1.32366	1.31588	1.32110	81613	0	0
2018.06.19	1.32385	1.32916	1.32241	1.32781	90478	0	0
2018.06.20	1.32774	1.33214	1.32690	1.33072	112861	0	0
2018.06.21	1.33076	1.33347	1.32841	1.33188	110488	0	0
2018.06.22	1.33175	1.33823	1.32627	1.32749	96277	0	0
2018.06.25	1.32684	1.33247	1.32664	1.32940	107838	0	0
2018.06.26	1.32929	1.33290	1.32807	1.33028	104060	0	0
2018.06.27	1.33016	1.33859	1.32773	1.33433	116754	0	0
2018.06.28	1.33364	1.33512	1.32415	1.32507	113584	0	0
2018.06.29	1.32490	1.32694	1.31305	1.31345	118091	0	0
2018.07.02	1.31402	1.32247	1.31396	1.31856	72794	0	0
2018.07.03	1.31806	1.32079	1.31325	1.31378	72443	0	0
2018.07.04	1.31370	1.31612	1.31119	1.31413	60120	0	0
2018.07.05	1.31324	1.31602	1.31153	1.31319	70913	0	0
2018.07.06	1.31294	1.31506	1.30768	1.30928	70353	0	0
2018.07.09	1.30845	1.31227	1.30659	1.31084	66819	0	0
2018.07.10	1.31026	1.31461	1.31007	1.31116	66409	0	0
2018.07.11	1.31126	1.32149	1.30640	1.32098	101413	0	0
2018.07.12	1.32073	1.32184	1.31495	1.31533	79673	0	0
2018.07.13	1.31524	1.32091	1.31500	1.31529	72647	0	0
2018.07.16	1.31546	1.31616	1.31096	1.31346	69481	0	0
2018.07.17	1.31384	1.32190	1.31106	1.31903	83027	0	0
2018.07.18	1.31910	1.32594	1.31621	1.31685	82022	0	0
2018.07.19	1.31675	1.32895	1.31600	1.32687	99732	0	0
2018.07.20	1.32664	1.32897	1.31145	1.31400	103789	0	0
2018.07.23	1.31278	1.31796	1.31146	1.31718	71199	0	0
2018.07.24	1.31659	1.31911	1.31359	1.31542	71625	0	0
2018.07.25	1.31470	1.31660	1.30245	1.30459	81804	0	0
2018.07.26	1.30452	1.30930	1.30249	1.30770	74004	0	0
2018.07.27	1.30672	1.30785	1.30418	1.30608	66368	0	0
2018.07.30	1.30496	1.30786	1.29944	1.30348	55812	0	0
2018.07.31	1.30255	1.30960	1.29829	1.30066	78724	0	0
2018.08.01	1.30096	1.30325	1.29752	1.29973	71633	0	0
2018.08.02	1.29992	1.30395	1.29939	1.30218	64165	0	0
2018.08.03	1.30208	1.30390	1.29678	1.29914	70060	0	0
2018.08.06	1.29916	1.30395	1.29873	1.30028	45874	0	0
2018.08.07	1.29988	1.30751	1.29621	1.30522	60890	0	0
2018.08.08	1.30510	1.31199	1.30065	1.30201	68056	0	0
2018.08.09	1.30129	1.30639	1.30002	1.30501	63811	0	0
2018.08.10	1.30472	1.31533	1.30404	1.31367	97099	0	0
2018.08.13	1.31618	1.31707	1.31036	1.31313	91106	0	0
2018.08.14	1.31239	1.31365	1.30566	1.30575	77610	0	0
2018.08.15	1.30588	1.31748	1.30504	1.31392	87650	0	0
2018.08.16	1.31373	1.31744	1.31138	1.31575	85191	0	0
2018.08.17	1.31512	1.31695	1.30519	1.30608	74878	0	0
2018.08.20	1.30596	1.30924	1.30395	1.30412	60478	0	0
2018.08.21	1.30389	1.30574	1.30137	1.30387	72665	0	0
2018.08.22	1.30339	1.30450	1.29867	1.29988	79063	0	0
2018.08.23	1.29887	1.30988	1.29887	1.30803	74648	0	0
2018.08.24	1.30774	1.31033	1.30111	1.30261	77062	0	0
2018.08.27	1.30118	1.30676	1.29536	1.29649	68132	0	0
2018.08.28	1.29650	1.29819	1.28873	1.29300	73757	0	0
2018.08.29	1.29151	1.29621	1.29029	1.29082	74196	0	0
2018.08.30	1.29049	1.30000	1.29032	1.29837	75978	0	0
2018.08.31	1.29740	1.30882	1.29609	1.30428	85995	0	0
2018.09.03	1.30698	1.31026	1.30447	1.30953	50564	0	0
2018.09.04	1.30901	1.32077	1.30892	1.31874	78706	0	0
2018.09.05	1.31723	1.32062	1.31597	1.31777	86190	0	0
2018.09.06	1.31759	1.32261	1.31279	1.31409	83470	0	0
2018.09.07	1.31373	1.31903	1.31100	1.31642	83353	0	0
2018.09.10	1.31568	1.31979	1.31512	1.31620	57797	0	0
2018.09.11	1.31557	1.31744	1.30424	1.30663	67717	0	0
2018.09.12	1.30651	1.30783	1.29804	1.29994	84328	0	0
2018.09.13	1.29926	1.30257	1.29760	1.29987	81302	0	0
2018.09.14	1.29938	1.30472	1.29828	1.30319	74438	0	0
2018.09.17	1.30308	1.30484	1.30028	1.30418	63592	0	0
2018.09.18	1.30346	1.30644	1.29720	1.29751	89221	0	0
2018.09.19	1.29786	1.30102	1.29000	1.29183	79972	0	0
2018.09.20	1.29143	1.29324	1.28843	1.29018	88530	0	0
2018.09.21	1.29057	1.29430	1.28857	1.29156	76595	0	0
2018.09.24	1.29246	1.29559	1.29092	1.29552	67465	0	0
2018.09.25	1.29551	1.29726	1.29358	1.29521	64373	0	0
2018.09.26	1.29501	1.30254	1.29448	1.30177	73619	0	0
2018.09.27	1.30180	1.30818	1.30097	1.30418	81974	0	0
2018.09.28	1.30408	1.30483	1.29035	1.29080	90828	0	0
2018.10.01	1.28460	1.28824	1.27821	1.28117	93298	0	0
2018.10.02	1.28109	1.28409	1.27994	1.28216	84940	0	0
2018.10.03	1.28216	1.28828	1.28072	1.28637	83631	0	0
2018.10.04	1.28625	1.29377	1.28570	1.29203	93800	0	0
2018.10.05	1.29216	1.29550	1.28886	1.29387	86553	0	0
2018.10.08	1.29449	1.30105	1.29302	1.29569	76219	0	0
2018.10.09	1.29464	1.30034	1.29364	1.29449	95138	0	0
2018.10.10	1.29416	1.30693	1.29266	1.30660	82086	0	0
2018.10.11	1.30640	1.30716	1.30148	1.30296	116788	0	0
2018.10.12	1.30304	1.30520	1.30025	1.30203	87650	0	0
2018.10.15	1.30150	1.30510	1.29550	1.29902	87930	0	0
2018.10.16	1.29885	1.29987	1.29161	1.29328	74784	0	0
2018.10.17	1.29317	1.30261	1.29305	1.30200	87702	0	0
2018.10.18	1.30162	1.30880	1.30155	1.30855	94968	0	0
2018.10.19	1.30834	1.31322	1.30276	1.30983	97545	0	0
2018.10.22	1.30906	1.31263	1.30792	1.31001	91264	0	0
2018.10.23	1.30995	1.31222	1.30758	1.30842	105481	0	0
2018.10.24	1.30835	1.30999	1.29693	1.30575	110583	0	0
2018.10.25	1.30550	1.30983	1.30152	1.30705	95497	0	0
2018.10.26	1.30711	1.31597	1.30675	1.30891	105088	0	0
2018.10.29	1.30925	1.31494	1.30822	1.31330	80203	0	0
2018.10.30	1.31318	1.31471	1.31005	1.31092	86110	0	0
2018.10.31	1.31081	1.31701	1.31026	1.31567	78348	0	0
2018.11.01	1.31553	1.31689	1.30686	1.30850	82413	0	0
2018.11.02	1.30849	1.31193	1.30484	1.31088	89325	0	0
2018.11.05	1.30897	1.31158	1.30710	1.31086	71019	0	0
2018.11.06	1.31084	1.31443	1.30972	1.31227	72242	0	0
2018.11.07	1.31215	1.31586	1.30561	1.31127	99551	0	0
2018.11.08	1.31123	1.31834	1.30874	1.31541	97412	0	0
2018.11.09	1.31541	1.32330	1.31403	1.32069	99605	0	0
2018.11.12	1.32036	1.32491	1.31826	1.32474	91801	0	0
2018.11.13	1.32435	1.32636	1.32152	1.32306	107854	0	0
2018.11.14	1.32319	1.32637	1.32075	1.32418	118936	0	0
2018.11.15	1.32379	1.32495	1.31559	1.31765	122361	0	0
2018.11.16	1.31764	1.31864	1.31270	1.31415	100706	0	0
2018.11.19	1.31510	1.32017	1.31412	1.31699	79258	0	0
2018.11.20	1.31700	1.33179	1.31553	1.33049	108524	0	0
2018.11.21	1.33044	1.33173	1.32280	1.32301	89255	0	0
2018.11.22	1.32312	1.32453	1.31820	1.31866	65018	0	0
2018.11.23	1.31844	1.32585	1.31844	1.32307	93137	0	0
2018.11.26	1.32207	1.32610	1.31870	1.32503	80793	0	0
2018.11.27	1.32497	1.33280	1.32356	1.32915	87770	0	0
2018.11.28	1.32897	1.33596	1.32418	1.32739	80427	0	0
2018.11.29	1.32745	1.33121	1.32530	1.32818	69369	0	0
2018.11.30	1.32822	1.33332	1.32714	1.32861	81342	0	0
2018.12.03	1.32346	1.32678	1.31599	1.31952	94884	0	0
2018.12.04	1.31953	1.32665	1.31638	1.32615	107094	0	0
2018.12.05	1.32577	1.33992	1.32526	1.33522	88044	0	0
2018.12.06	1.33536	1.34445	1.33509	1.33800	126947	0	0
2018.12.07	1.33770	1.34003	1.32535	1.33182	107902	0	0
2018.12.10	1.33323	1.34164	1.32928	1.33974	107985	0	0
2018.12.11	1.33945	1.34240	1.33781	1.33894	98792	0	0
2018.12.12	1.33888	1.33965	1.33223	1.33498	98907	0	0
2018.12.13	1.33495	1.33837	1.33381	1.33534	86027	0	0
2018.12.14	1.33490	1.34012	1.33447	1.33799	83152	0	0
2018.12.17	1.33785	1.34206	1.33727	1.34071	83496	0	0
2018.12.18	1.34054	1.34967	1.33906	1.34632	102137	0	0
2018.12.19	1.34674	1.35069	1.34153	1.34843	108376	0	0
2018.12.20	1.34826	1.35304	1.34463	1.35064	124714	0	0
2018.12.21	1.35066	1.36022	1.34928	1.36012	113018	0	0
2018.12.24	1.35933	1.36159	1.35647	1.35916	83538	0	0
2018.12.26	1.35845	1.36181	1.35678	1.35704	75112	0	0
2018.12.27	1.35703	1.36609	1.35662	1.36178	127104	0	0
2018.12.28	1.36180	1.36610	1.35947	1.36372	101303	0	0
2018.12.31	1.36374	1.36648	1.36091	1.36325	80394	0	0
2019.01.02	1.36229	1.36623	1.35691	1.35769	115514	0	0
2019.01.03	1.35763	1.36543	1.34691	1.34876	133885	0	0
2019.01.04	1.34865	1.34956	1.33710	1.33738	112401	0	0
2019.01.07	1.33750	1.33880	1.32787	1.32980	83185	0	0
2019.01.08	1.32940	1.33231	1.32675	1.32722	80540	0	0
2019.01.09	1.32721	1.32787	1.31801	1.32086	102352	0	0
2019.01.10	1.32064	1.32591	1.32010	1.32342	86688	0	0
2019.01.11	1.32310	1.32785	1.31832	1.32648	80672	0	0
2019.01.14	1.32567	1.32975	1.32526	1.32844	73661	0	0
2019.01.15	1.32834	1.32940	1.32260	1.32648	89657	0	0
2019.01.16	1.32644	1.32840	1.32351	1.32550	81857	0	0
2019.01.17	1.32526	1.33186	1.32460	1.32762	85781	0	0
2019.01.18	1.32748	1.32840	1.32314	1.32610	78428	0	0
2019.01.21	1.32597	1.33183	1.32515	1.32889	66771	0	0
2019.01.22	1.32875	1.33573	1.32875	1.33539	77442	0	0
2019.01.23	1.33527	1.33707	1.33049	1.33414	79153	0	0
2019.01.24	1.33391	1.33746	1.33296	1.33469	84655	0	0
2019.01.25	1.33442	1.33606	1.32130	1.32157	82692	0	0
2019.01.28	1.32169	1.32857	1.32031	1.32614	61653	0	0
2019.01.29	1.32595	1.32847	1.32415	1.32686	81430	0	0
2019.01.30	1.32673	1.32811	1.31184	1.31475	93028	0	0
2019.01.31	1.31473	1.31655	1.31202	1.31252	91086	0	0
2019.02.01	1.31209	1.31573	1.30685	1.30982	78098	0	0
2019.02.04	1.30938	1.31473	1.30854	1.31089	59888	0	0
2019.02.05	1.31085	1.31532	1.31021	1.31248	63260	0	0
2019.02.06	1.31252	1.32150	1.31236	1.32107	72257	0	0
2019.02.07	1.32030	1.33171	1.32030	1.33075	73605	0	0
2019.02.08	1.33070	1.33288	1.32321	1.32771	74383	0	0
2019.02.11	1.32667	1.33189	1.32616	1.33000	67301	0	0
2019.02.12	1.33000	1.33144	1.32331	1.32349	69419	0	0
2019.02.13	1.32342	1.32593	1.31962	1.32530	67088	0	0
2019.02.14	1.32524	1.33401	1.32290	1.32923	78748	0	0
2019.02.15	1.32913	1.33130	1.32397	1.32406	76771	0	0
2019.02.18	1.32501	1.32537	1.32250	1.32356	55139	0	0
2019.02.19	1.32358	1.32811	1.32054	1.32100	72829	0	0
2019.02.20	1.32110	1.32166	1.31500	1.31749	75609	0	0
2019.02.21	1.31749	1.32345	1.31627	1.32303	94597	0	0
2019.02.22	1.32286	1.32420	1.31329	1.31329	78693	0	0
2019.02.25	1.31333	1.31973	1.31126	1.31864	83107	0	0
2019.02.26	1.31865	1.32358	1.31550	1.31681	97605	0	0
2019.02.27	1.31635	1.31762	1.31180	1.31550	223075	0	0
2019.02.28	1.31536	1.32072	1.31401	1.31721	104642	0	0
2019.03.01	1.31672	1.33064	1.31298	1.32954	120400	0	0
2019.03.04	1.32758	1.33379	1.32748	1.33022	109435	0	0
2019.03.05	1.33015	1.33600	1.32994	1.33500	102086	0	0
2019.03.06	1.33480	1.34573	1.33463	1.34411	107620	0	0
2019.03.07	1.34389	1.34676	1.34134	1.34546	117552	0	0
2019.03.08	1.34525	1.34665	1.33903	1.34139	116980	0	0
2019.03.11	1.34110	1.34394	1.33919	1.33928	95318	0	0
2019.03.12	1.33926	1.34170	1.33521	1.33532	99146	0	0
2019.03.13	1.33515	1.33711	1.32904	1.32990	100346	0	0
2019.03.14	1.32976	1.33471	1.32869	1.33326	105523	0	0
2019.03.15	1.33340	1.33713	1.32892	1.33344	92887	0	0
2019.03.18	1.33314	1.33653	1.33015	1.33338	88335	0	0
2019.03.19	1.33312	1.33443	1.32506	1.33201	109434	0	0
2019.03.20	1.33189	1.33473	1.32574	1.33029	109288	0	0
2019.03.21	1.33024	1.33996	1.32753	1.33630	135652	0	0
2019.03.22	1.33596	1.34293	1.33428	1.34268	137986	0	0
2019.03.25	1.34246	1.34445	1.33991	1.34027	118260	0	0
2019.03.26	1.34003	1.34160	1.33719	1.33798	111304	0	0
2019.03.27	1.33799	1.34398	1.33770	1.34109	118545	0	0
2019.03.28	1.34045	1.34506	1.33963	1.34388	122798	0	0
2019.03.29	1.34364	1.34422	1.33415	1.33471	103262	0	0
2019.04.01	1.33469	1.33706	1.32979	1.33078	100687	0	0
2019.04.02	1.33039	1.33740	1.33028	1.33347	99658	0	0
2019.04.03	1.33342	1.33532	1.32961	1.33429	95353	0	0
2019.04.04	1.33421	1.33725	1.33360	1.33581	87484	0	0
2019.04.05	1.33576	1.34026	1.33489	1.33799	88056	0	0
2019.04.08	1.33804	1.33869	1.33046	1.33127	82733	0	0
2019.04.09	1.33126	1.33319	1.32839	1.33271	81081	0	0
2019.04.10	1.33209	1.33598	1.33061	1.33164	78405	0	0
2019.04.11	1.33142	1.33957	1.33045	1.33843	73955	0	0
2019.04.12	1.33827	1.33852	1.33133	1.33231	86808	0	0
2019.04.15	1.33287	1.33903	1.32971	1.33672	74883	0	0
2019.04.16	1.33665	1.34028	1.33460	1.33491	90250	0	0
2019.04.17	1.33489	1.33726	1.32744	1.33407	100890	0	0
2019.04.18	1.33395	1.33995	1.33319	1.33743	106568	0	0
2019.04.19	1.33695	1.33923	1.33654	1.33845	58457	0	0
2019.04.22	1.33833	1.33901	1.33352	1.33444	61988	0	0
2019.04.23	1.33447	1.34428	1.33384	1.34218	82122	0	0
2019.04.24	1.34217	1.35214	1.34145	1.34933	111654	0	0
2019.04.25	1.34915	1.35167	1.34786	1.34847	95818	0	0
2019.04.26	1.34842	1.34981	1.34517	1.34531	110090	0	0
2019.04.29	1.34451	1.34798	1.34397	1.34570	72882	0	0
2019.04.30	1.34561	1.34803	1.33811	1.33893	105631	0	0
2019.05.01	1.33864	1.34611	1.33766	1.34410	91812	0	0
2019.05.02	1.34411	1.34767	1.34307	1.34741	101281	0	0
2019.05.03	1.34725	1.34900	1.34061	1.34190	95242	0	0
2019.05.06	1.34586	1.34938	1.34323	1.34463	121658	0	0
2019.05.07	1.34415	1.34889	1.34094	1.34723	119289	0	0
2019.05.08	1.34720	1.34866	1.34448	1.34760	120610	0	0
2019.05.09	1.34727	1.35051	1.34589	1.34757	134163	0	0
2019.05.10	1.34607	1.34851	1.33802	1.34130	155955	0	0
2019.05.13	1.34190	1.34847	1.34161	1.34767	118297	0	0
2019.05.14	1.34692	1.34873	1.34559	1.34610	101856	0	0
2019.05.15	1.34612	1.34933	1.34269	1.34360	108638	0	0
2019.05.16	1.34357	1.34695	1.34009	1.34586	89625	0	0
2019.05.17	1.34586	1.35134	1.34347	1.34584	122254	0	0
2019.05.20	1.34400	1.34561	1.34161	1.34265	99851	0	0
2019.05.21	1.34270	1.34335	1.33954	1.34053	103569	0	0
2019.05.22	1.34063	1.34383	1.33574	1.34321	103505	0	0
2019.05.23	1.34339	1.35026	1.34309	1.34724	132705	0	0
2019.05.24	1.34732	1.34826	1.34302	1.34370	112050	0	0
2019.05.27	1.34356	1.34528	1.34294	1.34419	62795	0	0
2019.05.28	1.34399	1.34988	1.34333	1.34928	107873	0	0
2019.05.29	1.34771	1.35463	1.34771	1.35161	135702	0	0
2019.05.30	1.35178	1.35205	1.34854	1.34998	100823	0	0
2019.05.31	1.34982	1.35648	1.34932	1.35120	142380	0	0
2019.06.03	1.35170	1.35269	1.34348	1.34370	143784	0	0
2019.06.04	1.34376	1.34488	1.33814	1.33920	133652	0	0
2019.06.05	1.33920	1.34282	1.33627	1.34143	130403	0	0
2019.06.06	1.34132	1.34302	1.33592	1.33592	123842	0	0
2019.06.07	1.33593	1.33663	1.32599	1.32613	117291	0	0
2019.06.10	1.32379	1.32812	1.32379	1.32675	97793	0	0
2019.06.11	1.32675	1.33089	1.32502	1.32815	104799	0	0
2019.06.12	1.32807	1.33448	1.32734	1.33419	103050	0	0
2019.06.13	1.33422	1.33430	1.33000	1.33238	105453	0	0
2019.06.14	1.33248	1.34227	1.33232	1.34076	110075	0	0
2019.06.17	1.34070	1.34199	1.33928	1.34105	99342	0	0
2019.06.18	1.34101	1.34324	1.33749	1.33755	132496	0	0
2019.06.19	1.33747	1.33832	1.32793	1.32798	134249	0	0
2019.06.20	1.32793	1.32858	1.31507	1.31887	171162	0	0
2019.06.21	1.31888	1.32292	1.31623	1.32172	145444	0	0
2019.06.24	1.32131	1.32170	1.31776	1.31792	114281	0	0
2019.06.25	1.31791	1.32083	1.31523	1.31686	148087	0	0
2019.06.26	1.31679	1.31944	1.31068	1.31257	126663	0	0
2019.06.27	1.31253	1.31379	1.30916	1.30934	103141	0	0
2019.06.28	1.30938	1.31017	1.30596	1.30868	115650	0	0
2019.07.01	1.30770	1.31451	1.30700	1.31322	107021	0	0
2019.07.02	1.31327	1.31384	1.30965	1.31046	104860	0	0
2019.07.03	1.31038	1.31191	1.30566	1.30579	91731	0	0
2019.07.04	1.30557	1.30792	1.30374	1.30450	51622	0	0
2019.07.05	1.30459	1.31366	1.30426	1.30776	81498	0	0
2019.07.08	1.30680	1.31028	1.30492	1.30970	68705	0	0
2019.07.09	1.30942	1.31412	1.30864	1.31254	78767	0	0
2019.07.10	1.31247	1.31435	1.30620	1.30801	99072	0	0
2019.07.11	1.30667	1.30915	1.30419	1.30705	72774	0	0
2019.07.12	1.30700	1.30717	1.30180	1.30275	58884	0	0
2019.07.15	1.30285	1.30535	1.30213	1.30483	50591	0	0
2019.07.16	1.30472	1.30918	1.30227	1.30875	62249	0	0
2019.07.17	1.30851	1.30936	1.30355	1.30523	54222	0	0
2019.07.18	1.30515	1.30956	1.30256	1.30272	68398	0	0
2019.07.19	1.30267	1.31099	1.30158	1.30564	77595	0	0
2019.07.22	1.30571	1.31199	1.30406	1.31177	53854	0	0
2019.07.23	1.31173	1.31642	1.31126	1.31351	57894	0	0
2019.07.24	1.31303	1.31507	1.31189	1.31381	58186	0	0
2019.07.25	1.31400	1.31674	1.31153	1.31647	76928	0	0
2019.07.26	1.31548	1.31991	1.31493	1.31646	58200	0	0
2019.07.29	1.31607	1.31825	1.31490	1.31630	45115	0	0
2019.07.30	1.31633	1.31921	1.31438	1.31505	53397	0	0
2019.07.31	1.31507	1.32145	1.31053	1.31899	79918	0	0
2019.08.01	1.31880	1.32476	1.31821	1.32110	97685	0	0
2019.08.02	1.32121	1.32659	1.31956	1.31979	108180	0	0
2019.08.05	1.32110	1.32475	1.31773	1.31935	101521	0	0
2019.08.06	1.31967	1.32912	1.31869	1.32730	116093	0	0
2019.08.07	1.32758	1.33448	1.32609	1.33014	130295	0	0
2019.08.08	1.33015	1.33142	1.32216	1.32261	94796	0	0
2019.08.09	1.32255	1.32741	1.31962	1.32191	84261	0	0
2019.08.12	1.31966	1.32503	1.31965	1.32370	78308	0	0
2019.08.13	1.32321	1.32933	1.31847	1.32225	106327	0	0
2019.08.14	1.32227	1.33257	1.32105	1.33188	118624	0	0
2019.08.15	1.33142	1.33392	1.32857	1.33128	125174	0	0
2019.08.16	1.33127	1.33248	1.32573	1.32648	79909	0	0
2019.08.19	1.32683	1.33371	1.32510	1.33240	60295	0	0
2019.08.20	1.33237	1.33459	1.33087	1.33181	67900	0	0
2019.08.21	1.33177	1.33242	1.32529	1.32855	67721	0	0
2019.08.22	1.32852	1.33152	1.32751	1.33030	76914	0	0
2019.08.23	1.33025	1.33391	1.32766	1.32772	106944	0	0
2019.08.26	1.32927	1.33193	1.32469	1.32538	130085	0	0
2019.08.27	1.32542	1.33007	1.32250	1.32806	88398	0	0
2019.08.28	1.32818	1.33183	1.32752	1.33059	88494	0	0
2019.08.29	1.33062	1.33191	1.32727	1.32865	85985	0	0
2019.08.30	1.32867	1.33334	1.32471	1.33113	75644	0	0
2019.09.02	1.33164	1.33611	1.33120	1.33250	52857	0	0
2019.09.03	1.33242	1.33826	1.33219	1.33364	82873	0	0
2019.09.04	1.33297	1.33444	1.32186	1.32221	78316	0	0
2019.09.05	1.32216	1.32464	1.31914	1.32292	79771	0	0
2019.09.06	1.32262	1.32381	1.31581	1.31651	78310	0	0
2019.09.09	1.31743	1.31770	1.31392	1.31673	61743	0	0
2019.09.10	1.31659	1.31914	1.31338	1.31525	69208	0	0
2019.09.11	1.31527	1.32144	1.31397	1.31931	65530	0	0
2019.09.12	1.31927	1.32208	1.31764	1.32093	88662	0	0
2019.09.13	1.32019	1.32838	1.32011	1.32830	63765	0	0
2019.09.16	1.32220	1.32712	1.32097	1.32396	92935	0	0
2019.09.17	1.32394	1.32995	1.32331	1.32439	81118	0	0
2019.09.18	1.32434	1.33101	1.32377	1.32877	76514	0	0
2019.09.19	1.32819	1.33073	1.32420	1.32561	66688	0	0
2019.09.20	1.32561	1.33008	1.32539	1.32642	68411	0	0
2019.09.23	1.32594	1.33049	1.32545	1.32630	56763	0	0
2019.09.24	1.32581	1.32745	1.32321	1.32420	62956	0	0
2019.09.25	1.32389	1.32883	1.32351	1.32665	68635	0	0
2019.09.26	1.32649	1.32762	1.32319	1.32680	67775	0	0
2019.09.27	1.32658	1.32783	1.32139	1.32376	72423	0	0
2019.09.30	1.32344	1.32598	1.32242	1.32399	66992	0	0
2019.10.01	1.32424	1.32900	1.32096	1.32181	79674	0	0
2019.10.02	1.32172	1.33281	1.32059	1.33233	73274	0	0
2019.10.03	1.33248	1.33479	1.33096	1.33346	86656	0	0
2019.10.04	1.33330	1.33386	1.32976	1.33085	76525	0	0
2019.10.07	1.33227	1.33306	1.32902	1.33091	64021	0	0
2019.10.08	1.33087	1.33366	1.32878	1.33254	75198	0	0
2019.10.09	1.33250	1.33386	1.32952	1.33318	69866	0	0
2019.10.10	1.33302	1.33457	1.32686	1.32898	87586	0	0
2019.10.11	1.32927	1.33000	1.31710	1.32030	91586	0	0
2019.10.14	1.32010	1.32391	1.31916	1.32345	54458	0	0
2019.10.15	1.32354	1.32396	1.31956	1.31990	65825	0	0
2019.10.16	1.31987	1.32305	1.31844	1.32008	68993	0	0
2019.10.17	1.31979	1.32116	1.31309	1.31364	66870	0	0
2019.10.18	1.31351	1.31457	1.31195	1.31223	49638	0	0
2019.10.21	1.31330	1.31382	1.30821	1.30874	49178	0	0
2019.10.22	1.30867	1.31229	1.30710	1.30935	58607	0	0
2019.10.23	1.30933	1.31093	1.30684	1.30718	50710	0	0
2019.10.24	1.30713	1.30930	1.30531	1.30700	58556	0	0
2019.10.25	1.30696	1.30767	1.30560	1.30595	45171	0	0
2019.10.28	1.30604	1.30783	1.30493	1.30554	43605	0	0
2019.10.29	1.30537	1.31004	1.30420	1.30864	50499	0	0
2019.10.30	1.30862	1.32082	1.30745	1.31577	71401	0	0
2019.10.31	1.31563	1.31782	1.31354	1.31628	70282	0	0
2019.11.01	1.31625	1.31962	1.31392	1.31416	64447	0	0
2019.11.04	1.31363	1.31603	1.31303	1.31498	49526	0	0
2019.11.05	1.31497	1.31781	1.31152	1.31565	65017	0	0
2019.11.06	1.31564	1.31929	1.31408	1.31802	52773	0	0
2019.11.07	1.31807	1.31971	1.31599	1.31737	61178	0	0
2019.11.08	1.31741	1.32368	1.31722	1.32268	52464	0	0
2019.11.11	1.32196	1.32350	1.32126	1.32322	38024	0	0
2019.11.12	1.32324	1.32575	1.32165	1.32312	53088	0	0
2019.11.13	1.32314	1.32681	1.32257	1.32502	51923	0	0
2019.11.14	1.32509	1.32705	1.32440	1.32472	49739	0	0
2019.11.15	1.32477	1.32517	1.32164	1.32229	43664	0	0
2019.11.18	1.32230	1.32354	1.32002	1.32053	42311	0	0
2019.11.19	1.32050	1.32724	1.31904	1.32667	52041	0	0
2019.11.20	1.32665	1.33275	1.32614	1.33032	59796	0	0
2019.11.21	1.33031	1.33249	1.32696	1.32845	67915	0	0
2019.11.22	1.32786	1.33015	1.32544	1.33015	58499	0	0
2019.11.25	1.32948	1.33188	1.32851	1.32982	47710	0	0
2019.11.26	1.33018	1.33162	1.32693	1.32715	56360	0	0
2019.11.27	1.32712	1.32897	1.32601	1.32823	51700	0	0
2019.11.28	1.32820	1.32993	1.32755	1.32805	33898	0	0
2019.11.29	1.32794	1.33137	1.32715	1.32778	47133	0	0
2019.12.02	1.32727	1.33088	1.32722	1.33077	51097	0	0
2019.12.03	1.32942	1.33208	1.32831	1.32949	51574	0	0
2019.12.04	1.32945	1.32978	1.31921	1.31998	55704	0	0
2019.12.05	1.32007	1.32027	1.31583	1.31738	50315	0	0
2019.12.06	1.31741	1.32700	1.31715	1.32549	44098	0	0
2019.12.09	1.32520	1.32651	1.32225	1.32391	38125	0	0
